cmpyCd,cmpyNm,ptrn,mog,prdNm,age,mlInsRt,fmlInsRt,basDt,ofrInstNm
N15,더케이,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(더케),70,3735,2582,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),20,3213,3041,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),25,2465,3544,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),30,2860,2233,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),35,3429,2126,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),40,3022,2793,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),45,3868,3156,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),50,2979,3413,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),55,4112,3218,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),60,3008,1816,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),65,2147,2571,20220101,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),70,2512,2659,20220101,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),20,3045,3197,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),25,2943,3164,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),30,3051,1318,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),35,2248,2691,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),40,2032,3249,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),45,4224,3714,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),50,2829,3918,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),55,3118,2547,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),60,2509,2573,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),65,2689,2927,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),70,3128,2802,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),20,3349,3692,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),25,3759,1686,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),30,956,3500,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),35,1906,2631,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),40,2063,1448,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),45,3433,3369,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),50,2538,856,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),55,2563,3093,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),60,1816,2937,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),65,2987,3234,20220201,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),70,3095,2070,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),20,3957,2681,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),25,2978,2100,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),30,2645,2136,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),35,2861,4083,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),40,1902,1589,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),45,4176,2643,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),50,2464,3579,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),55,2515,4169,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),60,3542,2434,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),65,4725,2345,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),70,3593,3024,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),20,4041,3971,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),25,3025,2234,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),30,3367,2291,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),35,4610,2902,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),40,2707,2938,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),45,1922,2071,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),50,3960,2307,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),55,2162,3202,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),60,3948,3339,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),65,3796,2232,20220201,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),70,1862,3926,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),20,2741,2611,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),25,4062,3217,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),30,3364,4423,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),35,2485,3495,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),40,3045,3001,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),45,4222,3180,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),50,3430,3604,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),55,2708,2170,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),60,2164,1325,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),65,4644,1972,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),70,2822,2592,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),20,3245,3411,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),25,3688,2362,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),30,2866,3011,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),35,2801,4005,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),40,3392,3351,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),45,3530,3680,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),50,3144,1827,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),55,3319,2311,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),60,2577,3239,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),65,3990,2815,20220201,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),70,3247,4076,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),20,3192,4751,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),25,3452,1479,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),30,3602,3085,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),35,4031,3304,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),40,2889,1881,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),45,2832,2162,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),50,2535,3241,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),55,4335,3096,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),60,2043,3133,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),65,3957,2342,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),70,2892,2811,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),20,2372,3286,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),25,2903,3114,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),30,2290,2471,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),35,3577,2520,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),40,4381,2500,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),45,3179,3499,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),50,1865,1479,20220201,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),55,1779,3746,20220201,손해보험협회
